"CN","type","plat","TP"
"C_2580","Ovarian Serous Cystadenocarcinoma","Affymetrix_U133","Ovarian Serous Cystadenocarcinoma_Affymetrix_U133"
"C_2581","Ovarian Serous Cystadenocarcinoma","Affymetrix_U133","Ovarian Serous Cystadenocarcinoma_Affymetrix_U133"
"C_2582","Ovarian Serous Cystadenocarcinoma","Affymetrix_U133","Ovarian Serous Cystadenocarcinoma_Affymetrix_U133"
"C_2583","Ovarian Serous Cystadenocarcinoma","Affymetrix_U133","Ovarian Serous Cystadenocarcinoma_Affymetrix_U133"
"C_2584","Ovarian Serous Cystadenocarcinoma","Affymetrix_U133","Ovarian Serous Cystadenocarcinoma_Affymetrix_U133"
"C_2585","Ovarian Serous Cystadenocarcinoma","Affymetrix_U133","Ovarian Serous Cystadenocarcinoma_Affymetrix_U133"
"C_2586","Ovarian Serous Cystadenocarcinoma","Affymetrix_U133","Ovarian Serous Cystadenocarcinoma_Affymetrix_U133"
"C_2587","Ovarian Serous Cystadenocarcinoma","Affymetrix_U133","Ovarian Serous Cystadenocarcinoma_Affymetrix_U133"
"C_2588","Ovarian Serous Cystadenocarcinoma","Affymetrix_U133","Ovarian Serous Cystadenocarcinoma_Affymetrix_U133"
"C_2589","Ovarian Serous Cystadenocarcinoma","Affymetrix_U133","Ovarian Serous Cystadenocarcinoma_Affymetrix_U133"
"C_2590","Ovarian Serous Cystadenocarcinoma","Affymetrix_U133","Ovarian Serous Cystadenocarcinoma_Affymetrix_U133"
"C_2591","Ovarian Serous Cystadenocarcinoma","Affymetrix_U133","Ovarian Serous Cystadenocarcinoma_Affymetrix_U133"
"C_2592","Ovarian Serous Cystadenocarcinoma","Affymetrix_U133","Ovarian Serous Cystadenocarcinoma_Affymetrix_U133"
"C_2593","Ovarian Serous Cystadenocarcinoma","Affymetrix_U133","Ovarian Serous Cystadenocarcinoma_Affymetrix_U133"
"C_2594","Ovarian Serous Cystadenocarcinoma","Affymetrix_U133","Ovarian Serous Cystadenocarcinoma_Affymetrix_U133"
"C_2595","Ovarian Serous Cystadenocarcinoma","Affymetrix_U133","Ovarian Serous Cystadenocarcinoma_Affymetrix_U133"
"C_2596","Ovarian Serous Cystadenocarcinoma","Affymetrix_U133","Ovarian Serous Cystadenocarcinoma_Affymetrix_U133"
"C_2597","Ovarian Serous Cystadenocarcinoma","Affymetrix_U133","Ovarian Serous Cystadenocarcinoma_Affymetrix_U133"
"C_2598","Ovarian Serous Cystadenocarcinoma","Affymetrix_U133","Ovarian Serous Cystadenocarcinoma_Affymetrix_U133"
"C_2599","Ovarian Serous Cystadenocarcinoma","Affymetrix_U133","Ovarian Serous Cystadenocarcinoma_Affymetrix_U133"
"C_2600","Ovarian Serous Cystadenocarcinoma","Affymetrix_U133","Ovarian Serous Cystadenocarcinoma_Affymetrix_U133"
"C_2601","Ovarian Serous Cystadenocarcinoma","Affymetrix_U133","Ovarian Serous Cystadenocarcinoma_Affymetrix_U133"
"C_2602","Ovarian Serous Cystadenocarcinoma","Affymetrix_U133","Ovarian Serous Cystadenocarcinoma_Affymetrix_U133"
"C_2603","Ovarian Serous Cystadenocarcinoma","Affymetrix_U133","Ovarian Serous Cystadenocarcinoma_Affymetrix_U133"
"C_2604","Ovarian Serous Cystadenocarcinoma","Affymetrix_U133","Ovarian Serous Cystadenocarcinoma_Affymetrix_U133"
"C_2605","Ovarian Serous Cystadenocarcinoma","Affymetrix_U133","Ovarian Serous Cystadenocarcinoma_Affymetrix_U133"
"C_2606","Ovarian Serous Cystadenocarcinoma","Affymetrix_U133","Ovarian Serous Cystadenocarcinoma_Affymetrix_U133"
"C_2607","Ovarian Serous Cystadenocarcinoma","Affymetrix_U133","Ovarian Serous Cystadenocarcinoma_Affymetrix_U133"
"C_2608","Ovarian Serous Cystadenocarcinoma","Affymetrix_U133","Ovarian Serous Cystadenocarcinoma_Affymetrix_U133"
"C_2609","Ovarian Serous Cystadenocarcinoma","Affymetrix_U133","Ovarian Serous Cystadenocarcinoma_Affymetrix_U133"
"C_2610","Ovarian Serous Cystadenocarcinoma","Affymetrix_U133","Ovarian Serous Cystadenocarcinoma_Affymetrix_U133"
"C_2611","Ovarian Serous Cystadenocarcinoma","Affymetrix_U133","Ovarian Serous Cystadenocarcinoma_Affymetrix_U133"
"C_2612","Ovarian Serous Cystadenocarcinoma","Affymetrix_U133","Ovarian Serous Cystadenocarcinoma_Affymetrix_U133"
"C_2613","Ovarian Serous Cystadenocarcinoma","Affymetrix_U133","Ovarian Serous Cystadenocarcinoma_Affymetrix_U133"
"C_2614","Ovarian Serous Cystadenocarcinoma","Affymetrix_U133","Ovarian Serous Cystadenocarcinoma_Affymetrix_U133"
"C_2615","Ovarian Serous Cystadenocarcinoma","Affymetrix_U133","Ovarian Serous Cystadenocarcinoma_Affymetrix_U133"
"C_2616","Ovarian Serous Cystadenocarcinoma","Affymetrix_U133","Ovarian Serous Cystadenocarcinoma_Affymetrix_U133"
"C_2617","Ovarian Serous Cystadenocarcinoma","Affymetrix_U133","Ovarian Serous Cystadenocarcinoma_Affymetrix_U133"
"C_2618","Ovarian Serous Cystadenocarcinoma","Affymetrix_U133","Ovarian Serous Cystadenocarcinoma_Affymetrix_U133"
"C_2619","Ovarian Serous Cystadenocarcinoma","Affymetrix_U133","Ovarian Serous Cystadenocarcinoma_Affymetrix_U133"
"C_2620","Ovarian Serous Cystadenocarcinoma","Affymetrix_U133","Ovarian Serous Cystadenocarcinoma_Affymetrix_U133"
"C_2621","Ovarian Serous Cystadenocarcinoma","Affymetrix_U133","Ovarian Serous Cystadenocarcinoma_Affymetrix_U133"
"C_2622","Ovarian Serous Cystadenocarcinoma","Affymetrix_U133","Ovarian Serous Cystadenocarcinoma_Affymetrix_U133"
"C_2623","Ovarian Serous Cystadenocarcinoma","Affymetrix_U133","Ovarian Serous Cystadenocarcinoma_Affymetrix_U133"
"C_2624","Ovarian Serous Cystadenocarcinoma","Affymetrix_U133","Ovarian Serous Cystadenocarcinoma_Affymetrix_U133"
"C_2625","Ovarian Serous Cystadenocarcinoma","Affymetrix_U133","Ovarian Serous Cystadenocarcinoma_Affymetrix_U133"
"C_2626","Ovarian Serous Cystadenocarcinoma","Affymetrix_U133","Ovarian Serous Cystadenocarcinoma_Affymetrix_U133"
"C_2627","Ovarian Serous Cystadenocarcinoma","Affymetrix_U133","Ovarian Serous Cystadenocarcinoma_Affymetrix_U133"
"C_2628","Ovarian Serous Cystadenocarcinoma","Affymetrix_U133","Ovarian Serous Cystadenocarcinoma_Affymetrix_U133"
"C_2629","Ovarian Serous Cystadenocarcinoma","Affymetrix_U133","Ovarian Serous Cystadenocarcinoma_Affymetrix_U133"
"C_2630","Ovarian Serous Cystadenocarcinoma","Affymetrix_U133","Ovarian Serous Cystadenocarcinoma_Affymetrix_U133"
"C_2631","Ovarian Serous Cystadenocarcinoma","Affymetrix_U133","Ovarian Serous Cystadenocarcinoma_Affymetrix_U133"
"C_2632","Ovarian Serous Cystadenocarcinoma","Affymetrix_U133","Ovarian Serous Cystadenocarcinoma_Affymetrix_U133"
"C_2633","Ovarian Serous Cystadenocarcinoma","Affymetrix_U133","Ovarian Serous Cystadenocarcinoma_Affymetrix_U133"
"C_2634","Ovarian Serous Cystadenocarcinoma","Affymetrix_U133","Ovarian Serous Cystadenocarcinoma_Affymetrix_U133"
"C_2635","Ovarian Serous Cystadenocarcinoma","Affymetrix_U133","Ovarian Serous Cystadenocarcinoma_Affymetrix_U133"
"C_2636","Ovarian Serous Cystadenocarcinoma","Affymetrix_U133","Ovarian Serous Cystadenocarcinoma_Affymetrix_U133"
"C_2637","Ovarian Serous Cystadenocarcinoma","Affymetrix_U133","Ovarian Serous Cystadenocarcinoma_Affymetrix_U133"
"C_2638","Ovarian Serous Cystadenocarcinoma","Affymetrix_U133","Ovarian Serous Cystadenocarcinoma_Affymetrix_U133"
"C_2639","Ovarian Serous Cystadenocarcinoma","Affymetrix_U133","Ovarian Serous Cystadenocarcinoma_Affymetrix_U133"
"C_2640","Ovarian Serous Cystadenocarcinoma","Affymetrix_U133","Ovarian Serous Cystadenocarcinoma_Affymetrix_U133"
"C_2641","Ovarian Serous Cystadenocarcinoma","Affymetrix_U133","Ovarian Serous Cystadenocarcinoma_Affymetrix_U133"
"C_2642","Ovarian Serous Cystadenocarcinoma","Affymetrix_U133","Ovarian Serous Cystadenocarcinoma_Affymetrix_U133"
"C_2643","Ovarian Serous Cystadenocarcinoma","Affymetrix_U133","Ovarian Serous Cystadenocarcinoma_Affymetrix_U133"
"C_2644","Ovarian Serous Cystadenocarcinoma","Affymetrix_U133","Ovarian Serous Cystadenocarcinoma_Affymetrix_U133"
"C_2645","Ovarian Serous Cystadenocarcinoma","Affymetrix_U133","Ovarian Serous Cystadenocarcinoma_Affymetrix_U133"
"C_2646","Ovarian Serous Cystadenocarcinoma","Affymetrix_U133","Ovarian Serous Cystadenocarcinoma_Affymetrix_U133"
"C_2647","Ovarian Serous Cystadenocarcinoma","Affymetrix_U133","Ovarian Serous Cystadenocarcinoma_Affymetrix_U133"
"C_2648","Ovarian Serous Cystadenocarcinoma","Affymetrix_U133","Ovarian Serous Cystadenocarcinoma_Affymetrix_U133"
"C_2649","Ovarian Serous Cystadenocarcinoma","Affymetrix_U133","Ovarian Serous Cystadenocarcinoma_Affymetrix_U133"
"C_2650","Ovarian Serous Cystadenocarcinoma","Affymetrix_U133","Ovarian Serous Cystadenocarcinoma_Affymetrix_U133"
"C_2651","Ovarian Serous Cystadenocarcinoma","Affymetrix_U133","Ovarian Serous Cystadenocarcinoma_Affymetrix_U133"
"C_2652","Ovarian Serous Cystadenocarcinoma","Affymetrix_U133","Ovarian Serous Cystadenocarcinoma_Affymetrix_U133"
"C_2653","Ovarian Serous Cystadenocarcinoma","Affymetrix_U133","Ovarian Serous Cystadenocarcinoma_Affymetrix_U133"
"C_2654","Ovarian Serous Cystadenocarcinoma","Affymetrix_U133","Ovarian Serous Cystadenocarcinoma_Affymetrix_U133"
"C_2655","Ovarian Serous Cystadenocarcinoma","Affymetrix_U133","Ovarian Serous Cystadenocarcinoma_Affymetrix_U133"
"C_2656","Ovarian Serous Cystadenocarcinoma","Affymetrix_U133","Ovarian Serous Cystadenocarcinoma_Affymetrix_U133"
"C_2657","Ovarian Serous Cystadenocarcinoma","Affymetrix_U133","Ovarian Serous Cystadenocarcinoma_Affymetrix_U133"
"C_2658","Ovarian Serous Cystadenocarcinoma","Affymetrix_U133","Ovarian Serous Cystadenocarcinoma_Affymetrix_U133"
"C_2659","Ovarian Serous Cystadenocarcinoma","Affymetrix_U133","Ovarian Serous Cystadenocarcinoma_Affymetrix_U133"
"C_2660","Ovarian Serous Cystadenocarcinoma","Affymetrix_U133","Ovarian Serous Cystadenocarcinoma_Affymetrix_U133"
"C_2661","Ovarian Serous Cystadenocarcinoma","Affymetrix_U133","Ovarian Serous Cystadenocarcinoma_Affymetrix_U133"
"C_2662","Ovarian Serous Cystadenocarcinoma","Affymetrix_U133","Ovarian Serous Cystadenocarcinoma_Affymetrix_U133"
"C_2663","Ovarian Serous Cystadenocarcinoma","Affymetrix_U133","Ovarian Serous Cystadenocarcinoma_Affymetrix_U133"
"C_2664","Ovarian Serous Cystadenocarcinoma","Affymetrix_U133","Ovarian Serous Cystadenocarcinoma_Affymetrix_U133"
"C_2665","Ovarian Serous Cystadenocarcinoma","Affymetrix_U133","Ovarian Serous Cystadenocarcinoma_Affymetrix_U133"
"C_2666","Ovarian Serous Cystadenocarcinoma","Affymetrix_U133","Ovarian Serous Cystadenocarcinoma_Affymetrix_U133"
"C_2667","Ovarian Serous Cystadenocarcinoma","Affymetrix_U133","Ovarian Serous Cystadenocarcinoma_Affymetrix_U133"
"C_2668","Ovarian Serous Cystadenocarcinoma","Affymetrix_U133","Ovarian Serous Cystadenocarcinoma_Affymetrix_U133"
"C_2669","Ovarian Serous Cystadenocarcinoma","Affymetrix_U133","Ovarian Serous Cystadenocarcinoma_Affymetrix_U133"
"C_2670","Ovarian Serous Cystadenocarcinoma","Affymetrix_U133","Ovarian Serous Cystadenocarcinoma_Affymetrix_U133"
"C_2671","Ovarian Serous Cystadenocarcinoma","Affymetrix_U133","Ovarian Serous Cystadenocarcinoma_Affymetrix_U133"
"C_2672","Ovarian Serous Cystadenocarcinoma","Affymetrix_U133","Ovarian Serous Cystadenocarcinoma_Affymetrix_U133"
"C_2673","Ovarian Serous Cystadenocarcinoma","Affymetrix_U133","Ovarian Serous Cystadenocarcinoma_Affymetrix_U133"
"C_2674","Ovarian Serous Cystadenocarcinoma","Affymetrix_U133","Ovarian Serous Cystadenocarcinoma_Affymetrix_U133"
"C_2675","Ovarian Serous Cystadenocarcinoma","Affymetrix_U133","Ovarian Serous Cystadenocarcinoma_Affymetrix_U133"
"C_2676","Ovarian Serous Cystadenocarcinoma","Affymetrix_U133","Ovarian Serous Cystadenocarcinoma_Affymetrix_U133"
"C_2677","Ovarian Serous Cystadenocarcinoma","Affymetrix_U133","Ovarian Serous Cystadenocarcinoma_Affymetrix_U133"
"C_2678","Ovarian Serous Cystadenocarcinoma","Affymetrix_U133","Ovarian Serous Cystadenocarcinoma_Affymetrix_U133"
"C_2679","Ovarian Serous Cystadenocarcinoma","Affymetrix_U133","Ovarian Serous Cystadenocarcinoma_Affymetrix_U133"
"C_2680","Ovarian Serous Cystadenocarcinoma","Affymetrix_U133","Ovarian Serous Cystadenocarcinoma_Affymetrix_U133"
"C_2681","Ovarian Serous Cystadenocarcinoma","Affymetrix_U133","Ovarian Serous Cystadenocarcinoma_Affymetrix_U133"
"C_2682","Ovarian Serous Cystadenocarcinoma","Affymetrix_U133","Ovarian Serous Cystadenocarcinoma_Affymetrix_U133"
"C_2683","Ovarian Serous Cystadenocarcinoma","Affymetrix_U133","Ovarian Serous Cystadenocarcinoma_Affymetrix_U133"
"C_2684","Ovarian Serous Cystadenocarcinoma","Affymetrix_U133","Ovarian Serous Cystadenocarcinoma_Affymetrix_U133"
"C_2685","Ovarian Serous Cystadenocarcinoma","Affymetrix_U133","Ovarian Serous Cystadenocarcinoma_Affymetrix_U133"
"C_2686","Ovarian Serous Cystadenocarcinoma","Affymetrix_U133","Ovarian Serous Cystadenocarcinoma_Affymetrix_U133"
"C_2687","Ovarian Serous Cystadenocarcinoma","Affymetrix_U133","Ovarian Serous Cystadenocarcinoma_Affymetrix_U133"
"C_2688","Ovarian Serous Cystadenocarcinoma","Affymetrix_U133","Ovarian Serous Cystadenocarcinoma_Affymetrix_U133"
"C_2689","Ovarian Serous Cystadenocarcinoma","Affymetrix_U133","Ovarian Serous Cystadenocarcinoma_Affymetrix_U133"
"C_2690","Ovarian Serous Cystadenocarcinoma","Affymetrix_U133","Ovarian Serous Cystadenocarcinoma_Affymetrix_U133"
"C_2691","Ovarian Serous Cystadenocarcinoma","Affymetrix_U133","Ovarian Serous Cystadenocarcinoma_Affymetrix_U133"
"C_2692","Ovarian Serous Cystadenocarcinoma","Affymetrix_U133","Ovarian Serous Cystadenocarcinoma_Affymetrix_U133"
"C_2693","Ovarian Serous Cystadenocarcinoma","Affymetrix_U133","Ovarian Serous Cystadenocarcinoma_Affymetrix_U133"
"C_2694","Ovarian Serous Cystadenocarcinoma","Affymetrix_U133","Ovarian Serous Cystadenocarcinoma_Affymetrix_U133"
"C_2695","Ovarian Serous Cystadenocarcinoma","Affymetrix_U133","Ovarian Serous Cystadenocarcinoma_Affymetrix_U133"
"C_2696","Ovarian Serous Cystadenocarcinoma","Affymetrix_U133","Ovarian Serous Cystadenocarcinoma_Affymetrix_U133"
"C_2697","Ovarian Serous Cystadenocarcinoma","Affymetrix_U133","Ovarian Serous Cystadenocarcinoma_Affymetrix_U133"
"C_2698","Ovarian Serous Cystadenocarcinoma","Affymetrix_U133","Ovarian Serous Cystadenocarcinoma_Affymetrix_U133"
"C_2699","Ovarian Serous Cystadenocarcinoma","Affymetrix_U133","Ovarian Serous Cystadenocarcinoma_Affymetrix_U133"
"C_2700","Ovarian Serous Cystadenocarcinoma","Affymetrix_U133","Ovarian Serous Cystadenocarcinoma_Affymetrix_U133"
"C_2701","Ovarian Serous Cystadenocarcinoma","Affymetrix_U133","Ovarian Serous Cystadenocarcinoma_Affymetrix_U133"
"C_2702","Ovarian Serous Cystadenocarcinoma","Affymetrix_U133","Ovarian Serous Cystadenocarcinoma_Affymetrix_U133"
"C_2703","Ovarian Serous Cystadenocarcinoma","Affymetrix_U133","Ovarian Serous Cystadenocarcinoma_Affymetrix_U133"
"C_2704","Ovarian Serous Cystadenocarcinoma","Affymetrix_U133","Ovarian Serous Cystadenocarcinoma_Affymetrix_U133"
"C_2705","Ovarian Serous Cystadenocarcinoma","Affymetrix_U133","Ovarian Serous Cystadenocarcinoma_Affymetrix_U133"
"C_2706","Ovarian Serous Cystadenocarcinoma","Affymetrix_U133","Ovarian Serous Cystadenocarcinoma_Affymetrix_U133"
"C_2707","Ovarian Serous Cystadenocarcinoma","Affymetrix_U133","Ovarian Serous Cystadenocarcinoma_Affymetrix_U133"
"C_2708","Ovarian Serous Cystadenocarcinoma","Affymetrix_U133","Ovarian Serous Cystadenocarcinoma_Affymetrix_U133"
"C_2709","Ovarian Serous Cystadenocarcinoma","Affymetrix_U133","Ovarian Serous Cystadenocarcinoma_Affymetrix_U133"
"C_2710","Ovarian Serous Cystadenocarcinoma","Affymetrix_U133","Ovarian Serous Cystadenocarcinoma_Affymetrix_U133"
"C_2711","Ovarian Serous Cystadenocarcinoma","Affymetrix_U133","Ovarian Serous Cystadenocarcinoma_Affymetrix_U133"
"C_2712","Ovarian Serous Cystadenocarcinoma","Affymetrix_U133","Ovarian Serous Cystadenocarcinoma_Affymetrix_U133"
"C_2713","Ovarian Serous Cystadenocarcinoma","Affymetrix_U133","Ovarian Serous Cystadenocarcinoma_Affymetrix_U133"
"C_2714","Ovarian Serous Cystadenocarcinoma","Affymetrix_U133","Ovarian Serous Cystadenocarcinoma_Affymetrix_U133"
"C_2715","Ovarian Serous Cystadenocarcinoma","Affymetrix_U133","Ovarian Serous Cystadenocarcinoma_Affymetrix_U133"
"C_2716","Ovarian Serous Cystadenocarcinoma","Affymetrix_U133","Ovarian Serous Cystadenocarcinoma_Affymetrix_U133"
"C_2717","Ovarian Serous Cystadenocarcinoma","Affymetrix_U133","Ovarian Serous Cystadenocarcinoma_Affymetrix_U133"
"C_2718","Ovarian Serous Cystadenocarcinoma","Affymetrix_U133","Ovarian Serous Cystadenocarcinoma_Affymetrix_U133"
"C_2719","Ovarian Serous Cystadenocarcinoma","Affymetrix_U133","Ovarian Serous Cystadenocarcinoma_Affymetrix_U133"
"C_2720","Ovarian Serous Cystadenocarcinoma","Affymetrix_U133","Ovarian Serous Cystadenocarcinoma_Affymetrix_U133"
"C_2721","Ovarian Serous Cystadenocarcinoma","Affymetrix_U133","Ovarian Serous Cystadenocarcinoma_Affymetrix_U133"
"C_2722","Ovarian Serous Cystadenocarcinoma","Affymetrix_U133","Ovarian Serous Cystadenocarcinoma_Affymetrix_U133"
"C_2723","Ovarian Serous Cystadenocarcinoma","Affymetrix_U133","Ovarian Serous Cystadenocarcinoma_Affymetrix_U133"
"C_2724","Ovarian Serous Cystadenocarcinoma","Affymetrix_U133","Ovarian Serous Cystadenocarcinoma_Affymetrix_U133"
"C_2725","Ovarian Serous Cystadenocarcinoma","Affymetrix_U133","Ovarian Serous Cystadenocarcinoma_Affymetrix_U133"
"C_2726","Ovarian Serous Cystadenocarcinoma","Affymetrix_U133","Ovarian Serous Cystadenocarcinoma_Affymetrix_U133"
"C_2727","Ovarian Serous Cystadenocarcinoma","Affymetrix_U133","Ovarian Serous Cystadenocarcinoma_Affymetrix_U133"
"C_2728","Ovarian Serous Cystadenocarcinoma","Affymetrix_U133","Ovarian Serous Cystadenocarcinoma_Affymetrix_U133"
"C_2729","Ovarian Serous Cystadenocarcinoma","Affymetrix_U133","Ovarian Serous Cystadenocarcinoma_Affymetrix_U133"
"C_2730","Ovarian Serous Cystadenocarcinoma","Affymetrix_U133","Ovarian Serous Cystadenocarcinoma_Affymetrix_U133"
"C_2731","Ovarian Serous Cystadenocarcinoma","Affymetrix_U133","Ovarian Serous Cystadenocarcinoma_Affymetrix_U133"
"C_2732","Ovarian Serous Cystadenocarcinoma","Affymetrix_U133","Ovarian Serous Cystadenocarcinoma_Affymetrix_U133"
"C_2733","Ovarian Serous Cystadenocarcinoma","Affymetrix_U133","Ovarian Serous Cystadenocarcinoma_Affymetrix_U133"
"C_2734","Ovarian Serous Cystadenocarcinoma","Affymetrix_U133","Ovarian Serous Cystadenocarcinoma_Affymetrix_U133"
"C_2735","Ovarian Serous Cystadenocarcinoma","Affymetrix_U133","Ovarian Serous Cystadenocarcinoma_Affymetrix_U133"
"C_2736","Ovarian Serous Cystadenocarcinoma","Affymetrix_U133","Ovarian Serous Cystadenocarcinoma_Affymetrix_U133"
"C_2737","Ovarian Serous Cystadenocarcinoma","Affymetrix_U133","Ovarian Serous Cystadenocarcinoma_Affymetrix_U133"
"C_2738","Ovarian Serous Cystadenocarcinoma","Affymetrix_U133","Ovarian Serous Cystadenocarcinoma_Affymetrix_U133"
"C_2739","Ovarian Serous Cystadenocarcinoma","Affymetrix_U133","Ovarian Serous Cystadenocarcinoma_Affymetrix_U133"
"C_2740","Ovarian Serous Cystadenocarcinoma","Affymetrix_U133","Ovarian Serous Cystadenocarcinoma_Affymetrix_U133"
"C_2741","Ovarian Serous Cystadenocarcinoma","Affymetrix_U133","Ovarian Serous Cystadenocarcinoma_Affymetrix_U133"
"C_2742","Ovarian Serous Cystadenocarcinoma","Affymetrix_U133","Ovarian Serous Cystadenocarcinoma_Affymetrix_U133"
"C_2743","Ovarian Serous Cystadenocarcinoma","Affymetrix_U133","Ovarian Serous Cystadenocarcinoma_Affymetrix_U133"
"C_2744","Ovarian Serous Cystadenocarcinoma","Affymetrix_U133","Ovarian Serous Cystadenocarcinoma_Affymetrix_U133"
"C_2745","Ovarian Serous Cystadenocarcinoma","Affymetrix_U133","Ovarian Serous Cystadenocarcinoma_Affymetrix_U133"
"C_2746","Ovarian Serous Cystadenocarcinoma","Affymetrix_U133","Ovarian Serous Cystadenocarcinoma_Affymetrix_U133"
"C_2747","Ovarian Serous Cystadenocarcinoma","Affymetrix_U133","Ovarian Serous Cystadenocarcinoma_Affymetrix_U133"
"C_2748","Ovarian Serous Cystadenocarcinoma","Affymetrix_U133","Ovarian Serous Cystadenocarcinoma_Affymetrix_U133"
"C_2749","Ovarian Serous Cystadenocarcinoma","Affymetrix_U133","Ovarian Serous Cystadenocarcinoma_Affymetrix_U133"
"C_2750","Ovarian Serous Cystadenocarcinoma","Affymetrix_U133","Ovarian Serous Cystadenocarcinoma_Affymetrix_U133"
"C_2751","Ovarian Serous Cystadenocarcinoma","Affymetrix_U133","Ovarian Serous Cystadenocarcinoma_Affymetrix_U133"
"C_2752","Ovarian Serous Cystadenocarcinoma","Affymetrix_U133","Ovarian Serous Cystadenocarcinoma_Affymetrix_U133"
"C_2753","Ovarian Serous Cystadenocarcinoma","Affymetrix_U133","Ovarian Serous Cystadenocarcinoma_Affymetrix_U133"
"C_2754","Ovarian Serous Cystadenocarcinoma","Affymetrix_U133","Ovarian Serous Cystadenocarcinoma_Affymetrix_U133"
"C_2755","Ovarian Serous Cystadenocarcinoma","Affymetrix_U133","Ovarian Serous Cystadenocarcinoma_Affymetrix_U133"
"C_2756","Ovarian Serous Cystadenocarcinoma","Affymetrix_U133","Ovarian Serous Cystadenocarcinoma_Affymetrix_U133"
"C_2757","Ovarian Serous Cystadenocarcinoma","Affymetrix_U133","Ovarian Serous Cystadenocarcinoma_Affymetrix_U133"
"C_2758","Ovarian Serous Cystadenocarcinoma","Affymetrix_U133","Ovarian Serous Cystadenocarcinoma_Affymetrix_U133"
"C_2759","Ovarian Serous Cystadenocarcinoma","Affymetrix_U133","Ovarian Serous Cystadenocarcinoma_Affymetrix_U133"
"C_2760","Ovarian Serous Cystadenocarcinoma","Affymetrix_U133","Ovarian Serous Cystadenocarcinoma_Affymetrix_U133"
"C_2761","Ovarian Serous Cystadenocarcinoma","Affymetrix_U133","Ovarian Serous Cystadenocarcinoma_Affymetrix_U133"
"C_2762","Ovarian Serous Cystadenocarcinoma","Affymetrix_U133","Ovarian Serous Cystadenocarcinoma_Affymetrix_U133"
"C_2763","Ovarian Serous Cystadenocarcinoma","Affymetrix_U133","Ovarian Serous Cystadenocarcinoma_Affymetrix_U133"
"C_2764","Ovarian Serous Cystadenocarcinoma","Affymetrix_U133","Ovarian Serous Cystadenocarcinoma_Affymetrix_U133"
"C_2765","Ovarian Serous Cystadenocarcinoma","Affymetrix_U133","Ovarian Serous Cystadenocarcinoma_Affymetrix_U133"
"C_2766","Ovarian Serous Cystadenocarcinoma","Affymetrix_U133","Ovarian Serous Cystadenocarcinoma_Affymetrix_U133"
"C_2767","Ovarian Serous Cystadenocarcinoma","Affymetrix_U133","Ovarian Serous Cystadenocarcinoma_Affymetrix_U133"
"C_2768","Ovarian Serous Cystadenocarcinoma","Affymetrix_U133","Ovarian Serous Cystadenocarcinoma_Affymetrix_U133"
"C_2769","Ovarian Serous Cystadenocarcinoma","Affymetrix_U133","Ovarian Serous Cystadenocarcinoma_Affymetrix_U133"
"C_2770","Ovarian Serous Cystadenocarcinoma","Affymetrix_U133","Ovarian Serous Cystadenocarcinoma_Affymetrix_U133"
"C_2771","Ovarian Serous Cystadenocarcinoma","Affymetrix_U133","Ovarian Serous Cystadenocarcinoma_Affymetrix_U133"
"C_2772","Ovarian Serous Cystadenocarcinoma","Affymetrix_U133","Ovarian Serous Cystadenocarcinoma_Affymetrix_U133"
"C_2773","Ovarian Serous Cystadenocarcinoma","Affymetrix_U133","Ovarian Serous Cystadenocarcinoma_Affymetrix_U133"
"C_2774","Ovarian Serous Cystadenocarcinoma","Affymetrix_U133","Ovarian Serous Cystadenocarcinoma_Affymetrix_U133"
"C_2775","Ovarian Serous Cystadenocarcinoma","Affymetrix_U133","Ovarian Serous Cystadenocarcinoma_Affymetrix_U133"
"C_2776","Ovarian Serous Cystadenocarcinoma","Affymetrix_U133","Ovarian Serous Cystadenocarcinoma_Affymetrix_U133"
"C_2777","Ovarian Serous Cystadenocarcinoma","Affymetrix_U133","Ovarian Serous Cystadenocarcinoma_Affymetrix_U133"
"C_2778","Ovarian Serous Cystadenocarcinoma","Affymetrix_U133","Ovarian Serous Cystadenocarcinoma_Affymetrix_U133"
"C_2779","Ovarian Serous Cystadenocarcinoma","Affymetrix_U133","Ovarian Serous Cystadenocarcinoma_Affymetrix_U133"
"C_2780","Ovarian Serous Cystadenocarcinoma","Affymetrix_U133","Ovarian Serous Cystadenocarcinoma_Affymetrix_U133"
"C_2781","Ovarian Serous Cystadenocarcinoma","Affymetrix_U133","Ovarian Serous Cystadenocarcinoma_Affymetrix_U133"
"C_2782","Ovarian Serous Cystadenocarcinoma","Affymetrix_U133","Ovarian Serous Cystadenocarcinoma_Affymetrix_U133"
"C_2783","Ovarian Serous Cystadenocarcinoma","Affymetrix_U133","Ovarian Serous Cystadenocarcinoma_Affymetrix_U133"
"C_2784","Ovarian Serous Cystadenocarcinoma","Affymetrix_U133","Ovarian Serous Cystadenocarcinoma_Affymetrix_U133"
"C_2785","Ovarian Serous Cystadenocarcinoma","Affymetrix_U133","Ovarian Serous Cystadenocarcinoma_Affymetrix_U133"
"C_2786","Ovarian Serous Cystadenocarcinoma","Affymetrix_U133","Ovarian Serous Cystadenocarcinoma_Affymetrix_U133"
"C_2787","Ovarian Serous Cystadenocarcinoma","Affymetrix_U133","Ovarian Serous Cystadenocarcinoma_Affymetrix_U133"
